pubid,question,context,long_answer,final_decision
25447567,Do obese patients with idiopathic pulmonary fibrosis have a higher 90-day mortality risk with bilateral lung transplantation?,"{'contexts': array(['Obese patients with idiopathic pulmonary fibrosis (IPF) have higher 90-day mortality after lung transplantation. We sought to determine whether body mass index (BMI) differentially modified the effect of transplant procedure type on 90-day mortality in IPF patients.',
       'We analyzed data from the Organ Procurement and Transplantation Network (OPTN) for all patients with IPF who were transplanted between 2000 and 2010. Post-transplant survival was examined using Kaplan-Meier estimates. Multivariable logistic regression modeling was used to determine the difference in 90-day survival. The primary variable of interest was the interaction term between body mass index (BMI) and transplant type.',
       'A total of 3,389 (58% single-lung transplant [SLT] and 42% bilateral lung transplant [BLT]) subjects were included. Multivariable logistic regression modeling demonstrated a statistically significant interaction between BMI and transplant type (p = 0.047). Patients with a BMI > 30 kg/m(2) who received a BLT are 1.71 times (95% CI [1.03 to 2.85], p = 0.038) more likely to die within 90 days than BLT recipients with a BMI of 18.5 to 30 kg/m(2).'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Aged', 'Body Mass Index', 'Female', 'Follow-Up Studies',
       'Graft Survival', 'Humans', 'Idiopathic Pulmonary Fibrosis',
       'Kaplan-Meier Estimate', 'Lung Transplantation', 'Male',
       'Middle Aged', 'Obesity', 'Postoperative Period',
       'Retrospective Studies', 'Risk Assessment', 'Risk Factors',
       'Survival Rate', 'Time Factors', 'Washington'], dtype=object)}",Our results suggest that obese patients who receive a BLT may be at higher risk of 90-day mortality compared with patients of normal weight. Further study is needed to obtain more detailed information about comorbidities and other risk factors for early death that are not included in the OPTN database.,yes
25445624,Does promoter variant rs2301228 on the neural cell adhesion molecule 1 gene confer risk of schizophrenia in Han Chinese?,"{'contexts': array(['Schizophrenia is recognized as a disorder of the brain and neuronal connectivity. The neural cell adhesion molecule 1 (NCAM1) gene plays a crucial role in regulating neuronal connectivity.',
       'We conducted a two-stage association analysis on 17 NCAM1 SNPs in two independent Han Chinese schizophrenia case-control cohorts (discovery sample from Hunan Province: 986 patients and 1040 normal controls; replication sample from Yunnan Province: 564 cases and 547 healthy controls). Allele, genotype and haplotype frequencies were compared between case and control samples. Transcription factor binding site prediction and luciferase reporter assays were employed to assess the potential function of promoter SNPs. We detected developmental changes at the transcriptional level of NCAM1 during neuron differentiation in Macaca mulatta neural progenitor cells (NPC). Serum levels of NCAM1 were measured in 72 cases and 88 controls.',
       'A promoter variant, rs2301228, was found to be associated with schizophrenia at the allelic level and was validated in a replication cohort. Luciferase reporter assays demonstrated that risk allele rs2301228-A significantly down-regulated NCAM1 gene transcription compared to the G-allele. Concordantly, schizophrenia patients had a significantly lower level of serum NCAM1 compared to healthy donors. During the NPC neuronal differentiation, NCAM1 mRNA was significantly increased, suggesting a critical role of this gene in neural development.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Animals', 'Asian Continental Ancestry Group',
       'CD56 Antigen', 'Case-Control Studies', 'Cells, Cultured', 'China',
       'Female', 'Genetic Predisposition to Disease', 'Haplotypes',
       'Humans', 'Macaca mulatta', 'Male',
       'Neural Cell Adhesion Molecules', 'Neural Stem Cells',
       'Neurogenesis', 'Polymorphism, Single Nucleotide',
       'Promoter Regions, Genetic', 'RNA, Messenger', 'Schizophrenia'],
      dtype=object)}","Our results provide direct evidence for NCAM1 as a susceptibility gene for schizophrenia, which offers support to a neurodevelopmental model and neuronal connectivity hypothesis in the onset of schizophrenia.",yes
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,"{'contexts': array(['Oxidative stress generated within inflammatory joints can produce autoimmune phenomena and joint destruction. Radical species with oxidative activity, including reactive nitrogen species, represent mediators of inflammation and cartilage damage.',
       'To assess serum nitric oxide as a marker of oxidative stress in Egyptian patients with rheumatoid arthritis and its relation to disease activity.',
       '80 patients with rheumatoid arthritis were divided into 2 groups, according to the DAS-28 score: Group I: 42 patients with disease activity, and Group II: 38 patients with no disease activity. Forty age- and sex-matched individuals were included as control group (Group III). Routine laboratory investigations were done, and nitric oxide was measured using Elisa. Hand plain radiographies were done for radiological status scoring using the Sharp method.',
       'A comparison between nitric oxide in all three groups showed a highly significant difference (p < 0.001), significantly higher levels were obtained among rheumatoid arthritis patients in comparison to controls, and higher levels were obtained in patients with active disease (mean±SD 82.38±20.46) in comparison to patients without active disease (35.53±7.15). Nitric oxide in Group I showed a significant positive correlation with morning stiffness (r=0.45), arthritis (r=0.43), platelet count (r=0.46), erythrocyte sedimentation rate (r=0.83), C-reactive protein (r=0.76) and Disease Activity Score (r=0.85). Nitric oxide showed a significant positive correlation (r=0.43) with hand radiographies (Sharp score) in Group I.'],
      dtype=object), 'labels': array(['BACKGROUND', 'OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Arthritis, Rheumatoid', 'Biomarkers',
       'Cross-Sectional Studies', 'Egypt', 'Female', 'Humans', 'Male',
       'Middle Aged', 'Nitric Oxide'], dtype=object)}","There are increased levels of nitric oxide in the serum of patients with rheumatoid arthritis. Nitric oxide correlates significantly with disease activity, inflammatory markers and radiological joint status.",yes
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,"{'contexts': array(['Activation of B cells is a hallmark of systemic lupus erythematosus (SLE). Syk and TRAF6 are key signaling molecules in B-cell activation through BCR and CD40/TLR, respectively. Nevertheless, whether expression of Syk and TRAF6 is altered in SLE B cells remains unknown.',
       'Phosphorylation and/or expression of Syk and TRAF6 were analyzed by flow cytometry in peripheral blood mononuclear cells isolated from SLE patients.',
       'Pronounced phosphorylation and expression of Syk were noted in B cells from SLE patients compared with healthy donors. Levels of Syk phosphorylation correlated with the disease activity score. TRAF6 was significantly over-expressed in B cells of SLE patients as compared with healthy donors, and significant correlation of levels of TRAF6 expression and Syk phosphorylation was observed in SLE patients. Levels of TRAF6 expression were more pronounced in CD27+ memory B cells than in CD27-naïve B cells. In vitro treatment of SLE B cells with a Syk inhibitor (BAY61-3606) reduced Syk phosphorylation as well as TRAF6 expression.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adolescent', 'Adult', 'Antigens, CD19', 'B-Lymphocytes',
       'Case-Control Studies', 'Female', 'Flow Cytometry', 'Humans',
       'Intracellular Signaling Peptides and Proteins',
       'Lupus Erythematosus, Systemic', 'Lymphocyte Activation', 'Male',
       'Middle Aged', 'Neoplasm Proteins', 'Niacinamide',
       'Phosphorylation', 'Protein-Tyrosine Kinases', 'Pyrimidines',
       'Syk Kinase',
       'Tumor Necrosis Factor Receptor Superfamily, Member 7',
       'Young Adult'], dtype=object)}","Our results suggest that the activated Syk-mediated TRAF6 pathway leads to aberrant activation of B cells in SLE, and also highlight Syk as a potential target for B-cell-mediated processes in SLE.",yes
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,"{'contexts': array(['The aim of this study was to determine the reasons for which erupted third molars (3M) are extracted in a sample of Mexican patients.',
       ""A retrospective cross-sectional study was performed on a sample of 83 patients attending exodontia (minor oral surgery) clinics of a public university in Mexico (Autonomous University of Hidalgo State). The outcome variable was the reason for extractions using Kay and Blinkhorn's classification. The independent variables were age, gender, arch and tooth number according to the World Health Organization (WHO). For statistical analysis, we used the Chi-squared test in Stata 9.0."",
       'Eighty-three patients underwent 150 3M extractions. Mean age was 38.67 ± 13.96 years, and 71.1% were female. The four reasons for 3M extraction were prosthetic (44.0%), followed by orthodontic (24.7%), dental caries (20.0%) and periodontal disease (11.3%). Differences were observed in the reasons for 3M extractions across age groups (p < 0.05). No significant differences existed between men and women (p > 0.05), or the WHO tooth number (p > 0.05).'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array([], dtype=object)}","Women and patients 18 to 34 years of age had erupted 3M extracted more frequently, primarily for prosthetic reasons. The age profile indicated a trend in demand for services that differ from those of overall tooth extractions, but not for the trend across gender.",yes
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,"{'contexts': array(['To measure the through-focus curve for eyes implanted with a type 1 Boston keratoprosthesis (KPro) and compare it to that of pseudophakic controls with fixed pupil sizes. The results should assist in evaluating postoperative visual quality after surgery. They should also help to determine the necessary KPro inventories in terms of refractive power steps.',
       'Autorefraction and manifest refraction were performed on all eyes. The monocular through-focus acuity curve was plotted in reference to the best-corrected visual acuity by spectacle plane defocus ranging from +5.00 to -5.00\xa0dioptres in 0.50\xa0dioptre increments. These measurements were obtained on KPro-implanted eyes, pseudophakic eyes as controls, and on the same control eyes after fixing the pupil diameter to 3 and 2\xa0mm using black painted iris contact lenses.',
       'Ten KPro eyes and five control eyes were included. Good agreement was noted between the subjective refractions and autorefraction in KPro eyes. The average through-focus curve for the control eyes was significantly steeper than that of the KPro curve, but became comparable after fixing the control pupil to 2 and 3\xa0mm.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Accommodation, Ocular', 'Adult', 'Aged', 'Aged, 80 and over',
       'Analysis of Variance', 'Artificial Organs',
       'Case-Control Studies', 'Cornea', 'Corneal Diseases',
       'Depth Perception', 'Female', 'Humans',
       'Lens Implantation, Intraocular', 'Male', 'Middle Aged',
       'Prostheses and Implants', 'Refractive Errors', 'Visual Acuity'],
      dtype=object)}",The KPro's wide depth-of-focus makes the visual acuity less dependent on an exact refractive correction at distance and explains the 'pseudoaccomodation' experienced by these patients. This is primarily due to the small pupil diameter of the KPro. The current manufacturing steps in 0.50 dioptre increments appears to be sufficient.,yes
25449410,Do large portion sizes increase bite size and eating rate in overweight women?,"{'contexts': array(['Larger food portions lead to increased intake but the mechanism behind this effect is unclear. We investigated the effect of portion size on bite size, eating rate, deceleration rate, and meal duration.',
       'Thirty-seven overweight women attended 5 visits after a 3 h fast and consumed a 229, 303, 400, 529 or 700 g portion of a lunch meal in random order. Meal eating parameters were measured with the Sussex Ingestion Pattern Monitor. Data were analyzed with mixed effects models.',
       'Average bite size increased by 0.22 g for every 100 g increase in portion size (p=0.001); portion size had a non-linear effect on eating rate, increasing with portion sizes up to about 540 g (p=0.01). Deceleration rate (reduction in speed of eating) decreased by 20% (p<0.001) and meal duration increased by 22.5% for every 100 g increase in portion size (p<0.001), relative to the smallest portion.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adolescent', 'Adult', 'Feeding Behavior', 'Female', 'Humans',
       'Middle Aged', 'Nonlinear Dynamics', 'Overweight', 'Portion Size',
       'Regression Analysis', 'Time Factors', 'Young Adult'], dtype=object)}","Increasing portion size led to a larger bite size and faster eating rate, but a slower reduction in eating speed during the meal. These changes may underlie greater energy intakes with exposure to large portions. Interventions to reduce bite size and slow eating rate may provide individuals with strategies to reduce the risk of overconsumption.",yes
25448648,Are routine preoperative restaging CTs after neoadjuvant chemoradiation for locally advanced rectal cancer low yield : a retrospective case study?,"{'contexts': array(['Pre-operative restaging CT scans are often performed routinely following neoadjuvant chemoradiotherapy for locally advanced rectal cancer. There is a paucity of data on the utility of this common practice. We sought to determine how often restaging CTs identified disease progression or regression that altered management.',
       'We performed a single-institution retrospective study. From 2007 to 2011, 182 patients had newly-diagnosed, non-metastatic rectal adenocarcinoma, of which 96 were surgical candidates with clinical stage II/III disease. Ninety-one of these patients (95%) completed neoadjuvant chemoradiation.',
       'Eighty-three out of 91 patients (91%) had restaging CTs. Four patients (5%) had new lesions suspicious for distant metastasis (2 lung, 2 liver) on restaging CT scan reports (1 of these was present on initial staging CT but not reported). All 4 patients had node-positive disease. In no case did restaging CT result in a change in surgical management.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adenocarcinoma', 'Aged', 'Chemoradiotherapy, Adjuvant', 'Female',
       'Humans', 'Male', 'Middle Aged', 'Neoadjuvant Therapy',
       'Neoplasm Staging', 'Rectal Neoplasms', 'Retrospective Studies',
       'Tomography, X-Ray Computed'], dtype=object)}","Because of the financial costs and established risks of intravenous contrast and cumulative radiation exposure, it may be advisable to take a more selective approach to preoperative imaging. Larger, prospective studies may enable identification of an at-risk cohort who would benefit most from restaging CT.",yes
25445712,Does pancreatic polypeptide regulate glucagon release through PPYR1 receptors expressed in mouse and human alpha-cells?,"{'contexts': array(['Plasma levels of pancreatic polypeptide (PP) rise upon food intake. Although other pancreatic islet hormones, such as insulin and glucagon, have been extensively investigated, PP secretion and actions are still poorly understood.',
       'The release of PP upon glucose stimulation and the effects of PP on glucagon and insulin secretion were analyzed in isolated pancreatic islets. Expression of PP receptor (PPYR1) was investigated by immunoblotting, quantitative RT-PCR on sorted pancreatic islet cells, and immunohistochemistry.',
       'In isolated mouse pancreatic islets, glucose stimulation increased PP release, while insulin secretion was up and glucagon release was down. Direct exposure of islets to PP inhibited glucagon release. In mouse islets, PPYR1 protein was observed by immunoblotting and quantitative RT-PCR revealed PPYR1 expression in the FACS-enriched glucagon alpha-cell fraction. Immunohistochemistry on pancreatic sections showed the presence of PPYR1 in alpha-cells of both mouse and human islets, while the receptor was absent in other islet cell types and exocrine pancreas.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Animals', 'Cells, Cultured', 'Female',
       'Gene Expression Regulation', 'Glucagon',
       'Glucagon-Secreting Cells', 'Glucose', 'Humans',
       'Immunohistochemistry', 'Male', 'Mice', 'Pancreatic Polypeptide',
       'Receptors, Neuropeptide Y', 'Sweetening Agents'], dtype=object)}",Glucose stimulates PP secretion and PP inhibits glucagon release in mouse pancreatic islets. PP receptors are present in alpha-cells of mouse and human pancreatic islets.,yes
25449344,Do two decades of British newspaper coverage regarding attempt cardiopulmonary resuscitation decisions : Lessons for clinicians?,"{'contexts': array(['To review UK newspaper reports relating to Do Not Attempt Cardiopulmonary Resuscitation (DNACPR) decisions in order to identify common themes and encourage dialogue.',
       'An online media database (LexisNexis(®)) was searched for UK Newspaper articles between 1993 and 2013 that referenced DNACPR decisions. Legal cases, concerning resuscitation decisions, were identified using two case law databases (Lexis Law(®) and Westlaw(®)), and referenced back to newspaper publications. All articles were fully reviewed.',
       'Three hundred and thirty one articles were identified, resulting from 77 identifiable incidents. The periods 2000-01 and 2011-13 encompassed the majority of articles. There were 16 high-profile legal cases, nine of which resulted in newspaper articles. Approximately 35 percent of newspaper reports referred to DNACPR decisions apparently made without adequate patient and/or family consultation. ""Ageism"" was referred to in 9 percent of articles (mostly printed 2000-02); and ""discrimination against the disabled"" in 8 percent (mostly from 2010-12). Only five newspaper articles (2 percent) discussed patients receiving CPR against their wishes. Eighteen newspaper reports (5 percent) associated DNACPR decisions with active euthanasia.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Cardiopulmonary Resuscitation', 'Clinical Decision-Making',
       'Humans', 'Mass Media', 'Resuscitation Orders', 'United Kingdom'],
      dtype=object)}","Regarding DNACPR decision-making, the predominant theme was perceived lack of patient involvement, and, more recently, lack of surrogate involvement. Negative language was common, especially when decisions were presumed unilateral. Increased dialogue, and shared decision-making, is recommended.",no
25440267,Is increased time from neoadjuvant chemoradiation to surgery associated with higher pathologic complete response rates in esophageal cancer?,"{'contexts': array(['The interval between neoadjuvant chemoradiation treatment and surgery has been described as an important predictor of pathologic response to therapy in nonesophageal cancer sites. We retrospectively reviewed our experience with patients who underwent neoadjuvant chemoradiation and esophagectomy to better understand the impact of the timing of surgery on pathologic complete response rates in esophageal cancer.',
       'Two hundred thirty-one sequentially treated patients from 2000 to 2011 were identified for this study; 88 of these patients completed neoadjuvant chemoradiation followed by esophagectomy at our institution. The interval between completion of chemoradiation and surgery was calculated for each patient. The patients were categorized into quartiles and also into 3-week interval groups. Treatment factors and surgical morbidity data, including the estimated blood loss and length of operative stay, were also assessed.',
       'Quartiles for the neoadjuvant chemoradiation to surgery interval were less than 45 days, 46 to 50 days, 51 to 63 days, and 64+ days. Corresponding pathologic complete response rates were 12.5%, 20.0%, 22.7%, and 40.9% (p = 0.03). Results for 3-week intervals were similar (p = 0.02). There was no association between increasing time interval between the ending of neoadjuvant chemoradiation to surgery and length of stay longer than 2 weeks.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Aged', 'Aged, 80 and over',
       'Chemoradiotherapy, Adjuvant', 'Esophageal Neoplasms',
       'Esophagectomy', 'Female', 'Humans', 'Male', 'Middle Aged',
       'Neoadjuvant Therapy', 'Retrospective Studies', 'Time Factors'],
      dtype=object)}",A longer interval between completion of neoadjuvant chemoradiation and surgery was associated with higher pathologic complete response rates without an impact on surgical morbidity.,yes
25440261,Is epileptic focus localization based on resting state interictal MEG recordings feasible irrespective of the presence or absence of spikes?,"{'contexts': array(['To investigate whether epileptogenic focus localization is possible based on resting state connectivity analysis of magnetoencephalographic (MEG) data.',
       'A multivariate autoregressive (MVAR) model was constructed using the sensor space data and was projected to the source space using lead field and inverse matrix. The generalized partial directed coherence was estimated from the MVAR model in the source space. The dipole with the maximum information inflow was hypothesized to be within the epileptogenic focus.',
       'Applying the focus localization algorithm (FLA) to the interictal MEG recordings from five patients with neocortical epilepsy, who underwent presurgical evaluation for the identification of epileptogenic focus, we were able to correctly localize the focus, on the basis of maximum interictal information inflow in the presence or absence of interictal epileptic spikes in the data, with three out of five patients undergoing resective surgery and being seizure free since.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Action Potentials', 'Adult', 'Electroencephalography',
       'Epilepsies, Partial', 'Feasibility Studies', 'Female', 'Humans',
       'Magnetoencephalography', 'Male', 'Middle Aged', 'Rest'],
      dtype=object)}","Our preliminary results suggest that accurate localization of the epileptogenic focus may be accomplished using noninvasive spontaneous ""resting-state"" recordings of relatively brief duration and without the need to capture definite interictal and/or ictal abnormalities.",yes
